UR532,21393,0.289
UR147,60198,1.099
UR762,31651,0.616
UR742,26232,0.562
UR767,75896,0.895
UR765,53515,0.79
UR152,33691,0.92
UR565,45769,0.535
UR752,29482,0.558
UR735,33312,0.65
UR545,32357,0.471
UR552,22900,0.378
UR737,40251,0.716
UR555,37250,0.445
UR145,44073,1.013
UR757,61689,0.891
UR537,33904,0.455
UR157,73687,1.232
UR547,41678,0.477
UR745,35627,0.712
UR747,51112,0.77
UR155,52269,1.127
UR755,45154,0.774
UR732,27110,0.5
UR562,27780,0.435
UR142,30536,0.798
UR542,20978,0.347
UR557,50196,0.484
UR135,38157,0.876
UR132,28053,0.615
UR162,37067,1.255
UR167,85227,1.163
UR567,60934,0.654
UR535,27185,0.421
UR137,49327,1.102
UR165,62511,1.281
