UR532,20871,0.24
UR147,59782,1.146
UR762,31810,0.716
UR742,26597,0.526
UR767,75493,0.926
UR765,53028,1.053
UR152,34024,0.942
UR565,44483,0.534
UR752,28215,0.869
UR735,31941,0.664
UR545,32340,0.431
UR552,23169,0.384
UR737,40887,0.805
UR555,36970,0.525
UR145,43373,1.076
UR757,62172,0.896
Dos aristas adyacentes no concuerdan
Error: La solución no es válida.
UR537,32832,0.47
UR157,73699,1.102
UR547,41902,0.441
UR745,35818,0.676
UR747,51087,0.748
UR155,53144,1.056
UR755,45123,0.767
UR732,24450,0.492
UR562,26753,0.391
UR142,29650,0.881
UR542,21539,0.321
UR557,50146,0.4
UR135,38188,1.035
UR132,29229,0.66
UR162,35418,1.312
UR167,85309,1.106
UR567,61183,0.439
UR535,27109,0.398
UR137,48179,0.983
UR165,61909,1.201
